2023-05-17 22:18:50 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 4252
2023-05-17 22:18:50 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-05-17 22:18:50 0 [Note] InnoDB: Uses event mutexes
2023-05-17 22:18:50 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-05-17 22:18:50 0 [Note] InnoDB: Number of pools: 1
2023-05-17 22:18:50 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 12464056
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 12460505
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 12474474
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 12474185
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=378] with future log sequence number 12469578
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=148] with future log sequence number 12464969
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=147] with future log sequence number 12464937
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=146] with future log sequence number 12464908
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=145] with future log sequence number 12464879
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=144] with future log sequence number 12464850
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=143] with future log sequence number 12464725
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=142] with future log sequence number 12464693
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=141] with future log sequence number 12464664
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=140] with future log sequence number 12464619
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=139] with future log sequence number 12464590
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=138] with future log sequence number 12464561
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=137] with future log sequence number 12464532
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=136] with future log sequence number 12464503
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=135] with future log sequence number 12464474
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=134] with future log sequence number 12464445
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=133] with future log sequence number 12464416
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=132] with future log sequence number 12464387
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=131] with future log sequence number 12464358
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=130] with future log sequence number 12464329
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=128] with future log sequence number 12464300
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=211] with future log sequence number 12464271
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=377] with future log sequence number 12464056
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=209] with future log sequence number 12462830
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=207] with future log sequence number 12462798
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=206] with future log sequence number 12462769
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=205] with future log sequence number 12462740
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=204] with future log sequence number 12462711
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=203] with future log sequence number 12462682
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=202] with future log sequence number 12462653
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=201] with future log sequence number 12462624
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=200] with future log sequence number 12462579
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=199] with future log sequence number 12462550
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=198] with future log sequence number 12462521
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=197] with future log sequence number 12462492
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=196] with future log sequence number 12462463
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=195] with future log sequence number 12462434
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=447] with future log sequence number 14966902
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=445] with future log sequence number 14965564
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 14965161
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 14964818
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=198] with future log sequence number 14964266
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=197] with future log sequence number 14964266
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=196] with future log sequence number 14953767
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=195] with future log sequence number 14936840
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=194] with future log sequence number 14919913
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=193] with future log sequence number 14902986
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=191] with future log sequence number 14886059
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=190] with future log sequence number 14869132
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=189] with future log sequence number 14852087
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=148] with future log sequence number 14835160
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=147] with future log sequence number 14818233
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=146] with future log sequence number 14801306
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=145] with future log sequence number 14784379
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=144] with future log sequence number 14767452
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=143] with future log sequence number 14750525
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=142] with future log sequence number 14733598
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=141] with future log sequence number 14716671
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=140] with future log sequence number 14699744
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=139] with future log sequence number 14682817
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=138] with future log sequence number 14665890
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=137] with future log sequence number 14648963
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=136] with future log sequence number 14632036
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=135] with future log sequence number 14615109
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=134] with future log sequence number 14598182
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=133] with future log sequence number 14581239
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=132] with future log sequence number 14564312
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=131] with future log sequence number 14547385
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 15010686
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=311] with future log sequence number 15010686
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=7] with future log sequence number 15003762
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=6] with future log sequence number 15003736
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=5] with future log sequence number 15003710
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=4] with future log sequence number 15003671
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=3] with future log sequence number 15003629
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=34] with future log sequence number 15010706
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 15003836
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=322] with future log sequence number 14997033
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 15003836
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 14996641
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=29] with future log sequence number 14996661
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 14996641
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 14983562
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 15011134
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=34, page number=3] with future log sequence number 15011154
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 15012817
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 15012817
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 15012773
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 15014290
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=25, page number=3] with future log sequence number 15014310
2023-05-17 22:19:19 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 15014290
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 4623491 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 12867021 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 4625744 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 14207903 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 14207903 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 14207942 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 14207942 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 14207981 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=434] log sequence number 14207981 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 14208036 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=344] log sequence number 14208036 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 14208075 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=439] log sequence number 14208075 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 14967358 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=443] log sequence number 14967358 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 14967397 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=333] log sequence number 14967397 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 14967436 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=336] log sequence number 14967436 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 14967475 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=390] log sequence number 14967475 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 14967514 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=445] log sequence number 14967514 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 14967553 is in the future! Current system log sequence number 300324.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-17 22:19:19 0 [ERROR] InnoDB: Page [page id: space=0, page number=447] log sequence number 14967553 is in the future! Current system log sequence number 300324.
